2026-08-07 06:40:31,550 | INFO     | bronze.inventory | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_inventory_20260807.log
2026-08-07 08:44:57,556 | INFO     | bronze.inventory | Starting post-write validations
2026-08-07 08:44:57,949 | INFO     | bronze.inventory | No new data found. Using previous watermark: 2025-03-01 00:00:00
2026-08-07 08:44:57,951 | INFO     | bronze.inventory | Rows written in this run: 0
2026-08-07 08:44:58,364 | INFO     | bronze.inventory | Total rows in bronze table: 10
2026-08-07 08:44:58,689 | INFO     | bronze.inventory | No primary key duplicates found
2026-08-07 08:44:59,046 | INFO     | bronze.inventory | No full row duplicates found
2026-08-07 08:44:59,371 | INFO     | bronze.inventory | No NULL values found
2026-08-07 08:44:59,373 | INFO     | bronze.inventory | Post-write validations completed. Bronze inventory ingestion finished successfully.
2026-08-07 08:45:00,660 | INFO     | bronze.inventory | Audit log written successfully
2026-08-07 11:11:35,470 | INFO     | bronze.inventory | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_inventory_20260807.log
2026-08-07 11:11:35,471 | INFO     | bronze.inventory | Checking for last successful run
2026-08-07 11:11:36,197 | INFO     | bronze.inventory | Fetched watermark value: 2025-03-01 00:00:00
2026-08-07 11:11:36,199 | INFO     | bronze.inventory | Reading source inventory_raw table
2026-08-07 11:11:36,231 | INFO     | bronze.inventory | Starting pre-write validations
2026-08-07 11:11:37,647 | INFO     | bronze.inventory | Rows read from source: 0
2026-08-07 11:11:37,973 | INFO     | bronze.inventory | Pre-write validations passed. Source inventory_raw ready for ingestion.
2026-08-07 11:11:37,976 | INFO     | bronze.inventory | Starting Bronze inventory ingestion
2026-08-07 11:11:37,991 | INFO     | bronze.inventory | Source table: inventory_raw
2026-08-07 11:11:37,993 | INFO     | bronze.inventory | Target table: inventory
2026-08-07 11:11:39,730 | INFO     | bronze.inventory | Bronze inventory table written successfully.
2026-08-07 11:11:39,731 | INFO     | bronze.inventory | Starting post-write validations
2026-08-07 11:11:40,166 | INFO     | bronze.inventory | No new data found. Using previous watermark: 2025-03-01 00:00:00
2026-08-07 11:11:40,167 | INFO     | bronze.inventory | Rows written in this run: 0
2026-08-07 11:11:40,734 | INFO     | bronze.inventory | Total rows in bronze table: 10
2026-08-07 11:11:41,297 | INFO     | bronze.inventory | No primary key duplicates found
2026-08-07 11:11:41,706 | INFO     | bronze.inventory | No full row duplicates found
2026-08-07 11:11:42,079 | INFO     | bronze.inventory | No NULL values found
2026-08-07 11:11:42,092 | INFO     | bronze.inventory | Post-write validations completed. Bronze inventory ingestion finished successfully.
2026-08-07 11:11:44,655 | INFO     | bronze.inventory | Audit log written successfully
