2026-08-07 06:39:51,153 | INFO     | bronze.customers | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_customers_20260807.log
2026-08-07 08:05:34,894 | INFO     | bronze.customers | Audit log written successfully
2026-08-07 08:24:38,734 | INFO     | bronze.customers | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_customers_20260807.log
2026-08-07 08:24:38,735 | INFO     | bronze.customers | Checking for last successful run
2026-08-07 08:24:39,551 | INFO     | bronze.customers | Fetched watermark value: 2025-02-16 00:00:00
2026-08-07 08:24:39,553 | INFO     | bronze.customers | Reading source customers_raw table
2026-08-07 08:24:39,579 | INFO     | bronze.customers | Starting pre-write validations
2026-08-07 08:24:40,662 | INFO     | bronze.customers | Rows read from source: 0
2026-08-07 08:24:41,025 | INFO     | bronze.customers | Pre-write validations passed. Source customers_raw ready for ingestion.
2026-08-07 08:24:41,026 | INFO     | bronze.customers | Starting Bronze customers ingestion
2026-08-07 08:24:41,027 | INFO     | bronze.customers | Source table: customers_raw
2026-08-07 08:24:41,027 | INFO     | bronze.customers | Target table: customers
2026-08-07 08:24:42,612 | INFO     | bronze.customers | Bronze customers table written successfully.
2026-08-07 08:24:42,613 | INFO     | bronze.customers | Starting post-write validations
2026-08-07 08:24:43,031 | INFO     | bronze.customers | No new data found. Using previous watermark: 2025-02-16 00:00:00
2026-08-07 08:24:43,032 | INFO     | bronze.customers | Rows written in this run: 0
2026-08-07 08:24:43,496 | INFO     | bronze.customers | Total rows in bronze table: 23
2026-08-07 08:24:43,903 | WARNING  | bronze.customers | ⚠️ PRIMARY KEY duplicates found: 2 groups
2026-08-07 08:24:44,366 | INFO     | bronze.customers | No full row duplicates found
2026-08-07 08:24:44,687 | INFO     | bronze.customers | No NULL values found
2026-08-07 08:24:44,689 | INFO     | bronze.customers | Post-write validations completed. Bronze customers ingestion finished successfully.
2026-08-07 08:24:46,259 | INFO     | bronze.customers | Audit log written successfully
2026-08-07 08:38:00,370 | INFO     | bronze.customers | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_customers_20260807.log
2026-08-07 08:38:00,371 | INFO     | bronze.customers | Checking for last successful run
2026-08-07 08:38:01,128 | INFO     | bronze.customers | Fetched watermark value: 2025-02-16 00:00:00
2026-08-07 08:38:01,129 | INFO     | bronze.customers | Reading source customers_raw table
2026-08-07 08:38:01,155 | INFO     | bronze.customers | Starting pre-write validations
2026-08-07 08:38:02,097 | INFO     | bronze.customers | Rows read from source: 0
2026-08-07 08:38:02,275 | INFO     | bronze.customers | Pre-write validations passed. Source customers_raw ready for ingestion.
2026-08-07 08:38:02,276 | INFO     | bronze.customers | Starting Bronze customers ingestion
2026-08-07 08:38:02,277 | INFO     | bronze.customers | Source table: customers_raw
2026-08-07 08:38:02,278 | INFO     | bronze.customers | Target table: customers
2026-08-07 08:38:03,551 | INFO     | bronze.customers | Bronze customers table written successfully.
2026-08-07 08:38:03,554 | INFO     | bronze.customers | Starting post-write validations
2026-08-07 08:38:03,934 | INFO     | bronze.customers | No new data found. Using previous watermark: 2025-02-16 00:00:00
2026-08-07 08:38:03,936 | INFO     | bronze.customers | Rows written in this run: 0
2026-08-07 08:38:04,415 | INFO     | bronze.customers | Total rows in bronze table: 23
2026-08-07 08:38:04,843 | WARNING  | bronze.customers | ⚠️ PRIMARY KEY duplicates found: 2 groups
2026-08-07 08:38:05,432 | INFO     | bronze.customers | No full row duplicates found
2026-08-07 08:38:05,817 | INFO     | bronze.customers | No NULL values found
2026-08-07 08:38:05,818 | INFO     | bronze.customers | Post-write validations completed. Bronze customers ingestion finished successfully.
2026-08-07 08:38:07,454 | INFO     | bronze.customers | Audit log written successfully
2026-08-07 08:44:26,824 | INFO     | bronze.customers | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_customers_20260807.log
2026-08-07 08:44:26,826 | INFO     | bronze.customers | Checking for last successful run
2026-08-07 08:44:27,438 | INFO     | bronze.customers | Fetched watermark value: 2025-02-16 00:00:00
2026-08-07 08:44:27,439 | INFO     | bronze.customers | Reading source customers_raw table
2026-08-07 08:44:27,464 | INFO     | bronze.customers | Starting pre-write validations
2026-08-07 08:44:28,512 | INFO     | bronze.customers | Rows read from source: 0
2026-08-07 08:44:28,690 | INFO     | bronze.customers | Pre-write validations passed. Source customers_raw ready for ingestion.
2026-08-07 08:44:28,691 | INFO     | bronze.customers | Starting Bronze customers ingestion
2026-08-07 08:44:28,692 | INFO     | bronze.customers | Source table: customers_raw
2026-08-07 08:44:28,693 | INFO     | bronze.customers | Target table: customers
2026-08-07 08:44:29,820 | INFO     | bronze.customers | Bronze customers table written successfully.
2026-08-07 08:44:29,821 | INFO     | bronze.customers | Starting post-write validations
2026-08-07 08:44:30,518 | INFO     | bronze.customers | No new data found. Using previous watermark: 2025-02-16 00:00:00
2026-08-07 08:44:30,519 | INFO     | bronze.customers | Rows written in this run: 0
2026-08-07 08:44:31,282 | INFO     | bronze.customers | Total rows in bronze table: 23
2026-08-07 08:44:31,795 | WARNING  | bronze.customers | ⚠️ PRIMARY KEY duplicates found: 2 groups
2026-08-07 08:44:32,222 | INFO     | bronze.customers | No full row duplicates found
2026-08-07 08:44:32,669 | INFO     | bronze.customers | No NULL values found
2026-08-07 08:44:32,670 | INFO     | bronze.customers | Post-write validations completed. Bronze customers ingestion finished successfully.
2026-08-07 08:44:34,318 | INFO     | bronze.customers | Audit log written successfully
2026-08-07 11:10:54,805 | INFO     | bronze.customers | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_customers_20260807.log
2026-08-07 11:10:54,814 | INFO     | bronze.customers | Checking for last successful run
2026-08-07 11:10:57,576 | INFO     | bronze.customers | Fetched watermark value: 2025-02-16 00:00:00
2026-08-07 11:10:57,614 | INFO     | bronze.customers | Reading source customers_raw table
2026-08-07 11:10:57,659 | INFO     | bronze.customers | Starting pre-write validations
2026-08-07 11:10:59,132 | INFO     | bronze.customers | Rows read from source: 0
2026-08-07 11:10:59,382 | INFO     | bronze.customers | Pre-write validations passed. Source customers_raw ready for ingestion.
2026-08-07 11:10:59,383 | INFO     | bronze.customers | Starting Bronze customers ingestion
2026-08-07 11:10:59,384 | INFO     | bronze.customers | Source table: customers_raw
2026-08-07 11:10:59,385 | INFO     | bronze.customers | Target table: customers
2026-08-07 11:11:02,098 | INFO     | bronze.customers | Bronze customers table written successfully.
2026-08-07 11:11:02,099 | INFO     | bronze.customers | Starting post-write validations
2026-08-07 11:11:02,811 | INFO     | bronze.customers | No new data found. Using previous watermark: 2025-02-16 00:00:00
2026-08-07 11:11:02,813 | INFO     | bronze.customers | Rows written in this run: 0
2026-08-07 11:11:03,720 | INFO     | bronze.customers | Total rows in bronze table: 23
2026-08-07 11:11:04,621 | WARNING  | bronze.customers | ⚠️ PRIMARY KEY duplicates found: 2 groups
2026-08-07 11:11:05,243 | INFO     | bronze.customers | No full row duplicates found
2026-08-07 11:11:05,717 | INFO     | bronze.customers | No NULL values found
2026-08-07 11:11:05,725 | INFO     | bronze.customers | Post-write validations completed. Bronze customers ingestion finished successfully.
2026-08-07 11:11:08,056 | INFO     | bronze.customers | Audit log written successfully
