2026-07-21 07:19:52,021 | INFO     | bronze.inventory | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_inventory_20260721.log
2026-07-21 07:37:48,638 | INFO     | bronze.inventory | Duplicate customer_ids: 0
2026-07-21 07:37:49,460 | INFO     | bronze.inventory | Bronze customer ingestion completed.
2026-07-21 07:38:51,015 | INFO     | bronze.inventory | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_inventory_20260721.log
2026-07-21 07:38:51,016 | INFO     | bronze.inventory | Reading source inventory_raw table
2026-07-21 07:38:52,414 | INFO     | bronze.inventory | Rows read: 10
2026-07-21 07:38:52,660 | INFO     | bronze.inventory | Source inventory_raw fetching completed successfully
2026-07-21 07:38:52,661 | INFO     | bronze.inventory | Starting Bronze inventory ingestion
2026-07-21 07:38:52,662 | INFO     | bronze.inventory | Source table: inventory_raw
2026-07-21 07:38:52,662 | INFO     | bronze.inventory | Target table: inventory
2026-07-21 07:38:55,703 | INFO     | bronze.inventory | Bronze inventory table written successfully.
2026-07-21 07:38:56,098 | INFO     | bronze.inventory | Rows written: 10
2026-07-21 07:38:56,710 | INFO     | bronze.inventory | Duplicate inventory_id: 0
2026-07-21 07:38:57,521 | INFO     | bronze.inventory | Bronze inventory ingestion completed
2026-07-21 09:06:21,572 | INFO     | bronze.inventory | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_inventory_20260721.log
2026-07-21 09:06:21,573 | INFO     | bronze.inventory | Reading source inventory_raw table
2026-07-21 09:06:22,540 | INFO     | bronze.inventory | Rows read: 10
2026-07-21 09:06:22,980 | INFO     | bronze.inventory | Source inventory_raw fetching completed successfully
2026-07-21 09:06:22,981 | INFO     | bronze.inventory | Starting Bronze inventory ingestion
2026-07-21 09:06:22,982 | INFO     | bronze.inventory | Source table: inventory_raw
2026-07-21 09:06:22,982 | INFO     | bronze.inventory | Target table: inventory
2026-07-21 09:06:27,783 | INFO     | bronze.inventory | Bronze inventory table written successfully.
2026-07-21 09:06:28,653 | INFO     | bronze.inventory | Rows written: 10
2026-07-21 09:06:29,306 | INFO     | bronze.inventory | Duplicate inventory_id: 0
2026-07-21 09:06:30,046 | INFO     | bronze.inventory | Bronze inventory ingestion completed
2026-07-21 10:39:33,189 | INFO     | bronze.inventory | Logging to file: /Workspace/Users/krishnasumanbhaipatel@gmail.com/Practice Folder/lakehouse-practice-project/logs/bronze_inventory_20260721.log
2026-07-21 10:39:33,190 | INFO     | bronze.inventory | Reading source inventory_raw table
2026-07-21 10:39:34,213 | INFO     | bronze.inventory | Rows read: 10
2026-07-21 10:39:34,707 | INFO     | bronze.inventory | Source inventory_raw fetching completed successfully
2026-07-21 10:39:34,708 | INFO     | bronze.inventory | Starting Bronze inventory ingestion
2026-07-21 10:39:34,709 | INFO     | bronze.inventory | Source table: inventory_raw
2026-07-21 10:39:34,709 | INFO     | bronze.inventory | Target table: inventory
2026-07-21 10:39:38,745 | INFO     | bronze.inventory | Bronze inventory table written successfully.
2026-07-21 10:39:39,161 | INFO     | bronze.inventory | Rows written: 10
2026-07-21 10:39:39,845 | INFO     | bronze.inventory | Duplicate inventory_id: 0
2026-07-21 10:39:40,633 | INFO     | bronze.inventory | Bronze inventory ingestion completed
